Category,DayOfWeek,Date,Time,X,Y
PROPERTY DAMAGE,Tuesday,1/29/2013,,-122.321285,47.61094965
NARCOTICS,Tuesday,1/29/2013,,-122.3222415,47.53963322
VEHICLE THEFT,Tuesday,1/29/2013,,-122.2958242,47.54198651
CAR PROWL,Tuesday,1/29/2013,,-122.3080111,47.5778541
OTHER PROPERTY,Tuesday,1/29/2013,,-122.3223531,47.54053232
ROBBERY,Tuesday,1/29/2013,,-122.3681257,47.56544062
CAR PROWL,Tuesday,1/29/2013,,-122.3037832,47.60702181
SHOPLIFTING,Tuesday,1/29/2013,,-122.3209152,47.6225585
NARCOTICS,Tuesday,1/29/2013,,-122.3428648,47.61708294
PROPERTY DAMAGE,Tuesday,1/29/2013,,-122.3704948,47.66365748
PROPERTY DAMAGE,Tuesday,1/29/2013,,-122.3394586,47.60905305
CAR PROWL,Tuesday,1/29/2013,,-122.3519873,47.63401052
FORGERY,Tuesday,1/29/2013,,-122.321285,47.61094965
ASSAULT,Wednesday,1/30/2013,,-122.2830516,47.54068396
WARRANT ARREST,Wednesday,1/30/2013,,-122.3127631,47.59749088
CAR PROWL,Wednesday,1/30/2013,,-122.3865124,47.58209531
BURGLARY,Wednesday,1/30/2013,,-122.2765887,47.66834587
SHOPLIFTING,Wednesday,1/30/2013,,-122.3328752,47.60130116
OTHER PROPERTY,Wednesday,1/30/2013,,-122.3739328,47.5291901
PROPERTY DAMAGE,Wednesday,1/30/2013,,-122.2946969,47.72018508
WEAPON,Wednesday,1/30/2013,,-122.3262552,47.61773434
PROPERTY DAMAGE,Wednesday,1/30/2013,,-122.3259367,47.61921956
WEAPON,Wednesday,1/30/2013,,-122.3262552,47.61773434
VEHICLE THEFT,Wednesday,1/30/2013,,-122.3716715,47.56613725
CAR PROWL,Wednesday,1/30/2013,,-122.3561006,47.54099775
VEHICLE THEFT,Wednesday,1/30/2013,,-122.3480476,47.53103106
CAR PROWL,Wednesday,1/30/2013,,-122.3506476,47.518252
SHOPLIFTING,Wednesday,1/30/2013,,-122.356934,47.63777609
ASSAULT,Wednesday,1/30/2013,,-122.3448961,47.71717447
STOLEN PROPERTY,Wednesday,1/30/2013,,-122.2733929,47.54971008
OTHER PROPERTY,Wednesday,1/30/2013,,-122.3445521,47.69309926
STOLEN PROPERTY,Wednesday,1/30/2013,,-122.3142241,47.66400406
BURGLARY-SECURE PARKING-RES,Wednesday,1/30/2013,,-122.325039,47.63385899
ROBBERY,Wednesday,1/30/2013,,-122.3404677,47.6093176
WARRANT ARREST,Wednesday,1/30/2013,,-122.3389068,47.60928404
ASSAULT,Wednesday,1/30/2013,,-122.3291534,47.61823776
FRAUD,Wednesday,1/30/2013,,-122.3383483,47.60951744
WARRANT ARREST,Wednesday,1/30/2013,,-122.3283588,47.61369803
ANIMAL COMPLAINT,Wednesday,1/30/2013,,-122.3576547,47.63352985
BURGLARY-SECURE PARKING-RES,Wednesday,1/30/2013,,-122.3553974,47.69978556
WARRANT ARREST,Wednesday,1/30/2013,,-127.3906619,46.80829712
BURGLARY,Wednesday,1/30/2013,,-122.3439676,47.69853102
THREATS,Wednesday,1/30/2013,,-122.3409056,47.74505984
STOLEN PROPERTY,Wednesday,1/30/2013,,-122.339595,47.61162758
CAR PROWL,Wednesday,1/30/2013,,-122.3516796,47.52377444
ASSAULT,Wednesday,1/30/2013,,-122.3841628,47.56020505
BURGLARY-SECURE PARKING-RES,Wednesday,1/30/2013,,-122.3258291,47.63305755
BURGLARY,Wednesday,1/30/2013,,0,0
BURGLARY,Wednesday,1/30/2013,,-122.2871905,47.60980992
COUNTERFEIT,Wednesday,1/30/2013,,-122.385483,47.56021005
WARRANT ARREST,Wednesday,1/30/2013,,-122.3207812,47.61407415
VEHICLE THEFT,Wednesday,1/30/2013,,-122.3571541,47.54472315
CAR PROWL,Wednesday,1/30/2013,,-122.2834762,47.53580446
CAR PROWL,Wednesday,1/30/2013,,-122.3555121,47.71325168
BURGLARY,Wednesday,1/30/2013,,-122.2753,47.69303006
BURGLARY,Wednesday,1/30/2013,,-122.2753,47.69303006
ROBBERY,Wednesday,1/30/2013,,-122.2875455,47.56175751
BURGLARY,Wednesday,1/30/2013,,-122.2654081,47.51545656
VEHICLE THEFT,Wednesday,1/30/2013,,-122.3189601,47.69310884
OTHER PROPERTY,Wednesday,1/30/2013,,-122.3246574,47.63486555
BURGLARY,Wednesday,1/30/2013,,-122.3258971,47.63750678
FRAUD,Wednesday,1/30/2013,,-122.2748183,47.67940144
FRAUD,Wednesday,1/30/2013,,-122.3749015,47.66866614
FRAUD,Wednesday,1/30/2013,,-122.3128434,47.60862658
BURGLARY,Wednesday,1/30/2013,,-122.2651171,47.51791698
BURGLARY,Wednesday,1/30/2013,,-122.3474961,47.61630241
SHOPLIFTING,Wednesday,1/30/2013,,-122.3395594,47.60832456
CAR PROWL,Wednesday,1/30/2013,,-122.3788969,47.66395612
VEHICLE THEFT,Wednesday,1/30/2013,,-122.3716715,47.56613725
CAR PROWL,Wednesday,1/30/2013,,-122.3196466,47.59834715
BURGLARY,Wednesday,1/30/2013,,-122.3016639,47.58295413
ASSAULT,Wednesday,1/30/2013,,-122.3445413,47.6921967
THREATS,Wednesday,1/30/2013,,-122.3555447,47.72232559
ASSAULT,Wednesday,1/30/2013,,-122.3447064,47.70579857
OTHER PROPERTY,Wednesday,1/30/2013,,-122.3394586,47.60905305
BURGLARY,Wednesday,1/30/2013,,-122.322721,47.5702674
SHOPLIFTING,Wednesday,1/30/2013,,-122.3983095,47.64217289
BURGLARY-SECURE PARKING-RES,Wednesday,1/30/2013,,-122.3553974,47.69978556
CAR PROWL,Wednesday,1/30/2013,,-122.3246152,47.7086028
OTHER PROPERTY,Wednesday,1/30/2013,,-122.3246152,47.7086028
EMBEZZLE,Wednesday,1/30/2013,,-122.320888,47.58371974
THEFT OF SERVICES,Wednesday,1/30/2013,,-122.3246152,47.7086028
PROPERTY DAMAGE,Wednesday,1/30/2013,,-122.3559592,47.54903943
LOST PROPERTY,Wednesday,1/30/2013,,-122.3295862,47.54669393
PROPERTY DAMAGE,Wednesday,1/30/2013,,-122.3614955,47.6556254
ASSAULT,Wednesday,1/30/2013,,-122.3149119,47.52643965
VEHICLE THEFT,Wednesday,1/30/2013,,-122.3215712,47.52816125
BURGLARY,Wednesday,1/30/2013,,-122.3423151,47.62842906
FRAUD,Wednesday,1/30/2013,,-122.3450035,47.6136555
ROBBERY,Wednesday,1/30/2013,,-122.3517432,47.70362841
BURGLARY,Wednesday,1/30/2013,,-122.3700487,47.64585568
THREATS,Wednesday,1/30/2013,,-122.356045,47.652599
ASSAULT,Wednesday,1/30/2013,,-122.2981747,47.59553494
WEAPON,Wednesday,1/30/2013,,-122.2739848,47.53470464
WEAPON,Wednesday,1/30/2013,,-122.2739848,47.53470464
FRAUD,Wednesday,1/30/2013,,-122.3361655,47.6160533
ROBBERY,Wednesday,1/30/2013,,-122.3091183,47.65130139
ROBBERY,Wednesday,1/30/2013,,-122.3553302,47.69331765
WARRANT ARREST,Wednesday,1/30/2013,,-122.3428796,47.60981273
WARRANT ARREST,Wednesday,1/30/2013,,-122.3428796,47.60981273
WARRANT ARREST,Wednesday,1/30/2013,,-122.3373204,47.61132124
CAR PROWL,Wednesday,1/30/2013,,-122.3564596,47.52194987
BURGLARY,Wednesday,1/30/2013,,-122.343703,47.61288656
SHOPLIFTING,Wednesday,1/30/2013,,-122.2978364,47.57793795
BURGLARY,Wednesday,1/30/2013,,-122.3492524,47.6155816
STOLEN PROPERTY,Wednesday,1/30/2013,,-122.3916714,47.59197994
BURGLARY,Wednesday,1/30/2013,,-122.2719048,47.69310125
TRESPASS,Wednesday,1/30/2013,,-122.3121072,47.58023946
CAR PROWL,Wednesday,1/30/2013,,-122.2819925,47.53153751
PROPERTY DAMAGE,Wednesday,1/30/2013,,-122.3202109,47.62958005
FRAUD,Wednesday,1/30/2013,,-122.3335291,47.60088239
SHOPLIFTING,Wednesday,1/30/2013,,-122.3386512,47.60733158
THEFT OF SERVICES,Wednesday,1/30/2013,,-122.3041683,47.6916483
BURGLARY,Wednesday,1/30/2013,,-122.3194119,47.60478098
FRAUD,Wednesday,1/30/2013,,-122.3275538,47.635931
ROBBERY,Wednesday,1/30/2013,,-122.3194407,47.61351259
ROBBERY,Wednesday,1/30/2013,,-122.3194407,47.61351259
FRAUD,Wednesday,1/30/2013,,-122.3051911,47.63391334
BURGLARY,Wednesday,1/30/2013,,-122.317595,47.69810915
VEHICLE THEFT,Wednesday,1/30/2013,,-122.3881073,47.56750643
PROPERTY DAMAGE,Wednesday,1/30/2013,,-122.3942619,47.66946631
PROPERTY DAMAGE,Wednesday,1/30/2013,,-122.3736058,47.65475596
CAR PROWL,Wednesday,1/30/2013,,-122.2699871,47.52330676
OTHER PROPERTY,Wednesday,1/30/2013,,-122.3060561,47.61994509
PROPERTY DAMAGE,Wednesday,1/30/2013,,-122.3291644,47.62427695
BURGLARY,Wednesday,1/30/2013,,-122.3875585,47.65137209
FRAUD,Wednesday,1/30/2013,,-122.2447365,47.49968599
VEHICLE THEFT,Wednesday,1/30/2013,,-122.3591722,47.52011229
WARRANT ARREST,Wednesday,1/30/2013,,-122.3360476,47.60280407
BURGLARY,Wednesday,1/30/2013,,-122.3800865,47.56742804
BURGLARY,Wednesday,1/30/2013,,-122.3800865,47.56742804
VEHICLE THEFT,Wednesday,1/30/2013,,-122.3625958,47.52102291
WARRANT ARREST,Wednesday,1/30/2013,,-122.3380477,47.61170568
ROBBERY,Wednesday,1/30/2013,,-122.3540368,47.51735382
OTHER PROPERTY,Wednesday,1/30/2013,,-122.3235545,47.71820822
OTHER PROPERTY,Wednesday,1/30/2013,,-122.3721802,47.66365982
OTHER PROPERTY,Wednesday,1/30/2013,,-122.2959837,47.60260446
PROPERTY DAMAGE,Wednesday,1/30/2013,,-122.3036813,47.61147825
OTHER PROPERTY,Wednesday,1/30/2013,,-122.3368884,47.6087541
CAR PROWL,Wednesday,1/30/2013,,-122.3818887,47.5420632
CAR PROWL,Wednesday,1/30/2013,,-122.3018872,47.72384567
WARRANT ARREST,Wednesday,1/30/2013,,-122.3310822,47.60241241
PROPERTY DAMAGE,Wednesday,1/30/2013,,-122.3767833,47.6841481
BURGLARY,Thursday,1/31/2013,,-122.2795187,47.71169586
NARCOTICS,Thursday,1/31/2013,,-122.3192179,47.59582462
ASSAULT,Thursday,1/31/2013,,-122.3436403,47.61031812
STOLEN PROPERTY,Thursday,1/31/2013,,-122.3411024,47.61134854
SHOPLIFTING,Thursday,1/31/2013,,-122.2699879,47.52281564
WARRANT ARREST,Thursday,1/31/2013,,-122.3674012,47.66365313
OTHER PROPERTY,Thursday,1/31/2013,,-122.3394586,47.60905306
CAR PROWL,Thursday,1/31/2013,,-122.3822435,47.66676934
NARCOTICS,Thursday,1/31/2013,,-122.3393581,47.60978173
PROPERTY DAMAGE,Thursday,1/31/2013,,-122.3128685,47.60393245
OTHER PROPERTY,Thursday,1/31/2013,,-122.3555479,47.72323216
CAR PROWL,Thursday,1/31/2013,,-122.3449719,47.72275671
THEFT OF SERVICES,Thursday,1/31/2013,,-122.3393581,47.60978173
WARRANT ARREST,Thursday,1/31/2013,,-122.3449968,47.72503555
CAR PROWL,Thursday,1/31/2013,,-122.327907,47.61523663
CAR PROWL,Thursday,1/31/2013,,-122.3468202,47.62131876
NARCOTICS,Thursday,1/31/2013,,-122.3393581,47.60978173
DISTURBANCE,Thursday,1/31/2013,,-122.372175,47.66788752
CAR PROWL,Thursday,1/31/2013,,-122.3206032,47.71039668
BURGLARY,Thursday,1/31/2013,,-122.3295862,47.54669393
OTHER PROPERTY,Thursday,1/31/2013,,-122.3317354,47.60312653
FRAUD,Thursday,1/31/2013,,-122.3073853,47.70030362
BURGLARY,Thursday,1/31/2013,,-122.2844867,47.60330827
PROPERTY DAMAGE,Thursday,1/31/2013,,-122.3130624,47.66566826
ROBBERY,Thursday,1/31/2013,,-122.3221394,47.61581012
ROBBERY,Thursday,1/31/2013,,-122.3221394,47.61581012
ROBBERY,Thursday,1/31/2013,,-122.3221394,47.61581012
ROBBERY,Thursday,1/31/2013,,-122.3221394,47.61581012
ROBBERY,Thursday,1/31/2013,,-122.3221394,47.61581012
ASSAULT,Thursday,1/31/2013,,-122.3398154,47.61027559
VEHICLE THEFT,Thursday,1/31/2013,,-122.2879608,47.66760202
VEHICLE THEFT,Thursday,1/31/2013,,-122.2879608,47.66760202
CAR PROWL,Thursday,1/31/2013,,-122.3686538,47.52467311
BURGLARY,Thursday,1/31/2013,,-122.3543763,47.6378392
OTHER PROPERTY,Thursday,1/31/2013,,-122.3159844,47.58921265
CAR PROWL,Thursday,1/31/2013,,-122.3564596,47.52194987
OTHER PROPERTY,Thursday,1/31/2013,,-122.3520678,47.65958823
OTHER PROPERTY,Thursday,1/31/2013,,-122.3520678,47.65958823
BURGLARY,Thursday,1/31/2013,,-122.3359286,47.61190424
CAR PROWL,Thursday,1/31/2013,,-122.3409034,47.61416338
CAR PROWL,Thursday,1/31/2013,,-122.3564066,47.52918161
OTHER PROPERTY,Thursday,1/31/2013,,-122.3159844,47.58921264
ROBBERY,Thursday,1/31/2013,,-122.2952484,47.72109192
ROBBERY,Thursday,1/31/2013,,-122.3365647,47.60505167
ROBBERY,Thursday,1/31/2013,,-122.3365647,47.60505166
ROBBERY,Thursday,1/31/2013,,-122.3365647,47.60505167
THREATS,Thursday,1/31/2013,,-122.3512877,47.65281337
ROBBERY,Thursday,1/31/2013,,-122.3365647,47.60505167
SHOPLIFTING,Thursday,1/31/2013,,-122.3016639,47.58295413
CAR PROWL,Thursday,1/31/2013,,-122.331849,47.62796758
VEHICLE THEFT,Thursday,1/31/2013,,-122.3615407,47.64665066
VEHICLE THEFT,Thursday,1/31/2013,,-122.3615407,47.64665066
VEHICLE THEFT,Thursday,1/31/2013,,-122.3615407,47.64665066
PROPERTY DAMAGE,Thursday,1/31/2013,,-122.2637298,47.54605355
OTHER PROPERTY,Thursday,1/31/2013,,-122.2908698,47.57744214
OTHER PROPERTY,Thursday,1/31/2013,,-122.3572242,47.54100516
BURGLARY,Thursday,1/31/2013,,-122.3540925,47.70363064
CAR PROWL,Thursday,1/31/2013,,-122.3200603,47.64135277
WARRANT ARREST,Thursday,1/31/2013,,-127.3906619,46.80829712
THREATS,Thursday,1/31/2013,,-122.3246521,47.60460902
CAR PROWL,Thursday,1/31/2013,,-122.2834672,47.5574412
FRAUD,Thursday,1/31/2013,,-122.3791533,47.57978313
PROPERTY DAMAGE,Thursday,1/31/2013,,-122.3205599,47.67150178
SHOPLIFTING,Thursday,1/31/2013,,-122.3359554,47.57981166
VEHICLE THEFT,Thursday,1/31/2013,,-122.3385445,47.61687464
BURGLARY,Thursday,1/31/2013,,-122.3322543,47.54465442
PROPERTY DAMAGE,Thursday,1/31/2013,,-122.333848,47.74142319
VIOLATION OF COURT ORDER,Thursday,1/31/2013,,-122.276668,47.75147552
WARRANT ARREST,Thursday,1/31/2013,,-122.3428796,47.60981273
THREATS,Thursday,1/31/2013,,-122.2994584,47.61293413
ROBBERY,Thursday,1/31/2013,,-122.3792467,47.57216975
ROBBERY,Thursday,1/31/2013,,-122.3792467,47.57216975
ROBBERY,Thursday,1/31/2013,,-122.3792467,47.57216975
MAIL THEFT,Thursday,1/31/2013,,-122.3748627,47.6430522
BURGLARY,Thursday,1/31/2013,,-122.2892219,47.66206433
ASSAULT,Thursday,1/31/2013,,-122.3539608,47.66501838
DISTURBANCE,Thursday,1/31/2013,,-122.3428796,47.60981273
PROPERTY DAMAGE,Thursday,1/31/2013,,-122.3184065,47.66784888
OTHER PROPERTY,Thursday,1/31/2013,,-122.3030988,47.61879547
OTHER PROPERTY,Thursday,1/31/2013,,-122.3295143,47.60405521
STOLEN PROPERTY,Thursday,1/31/2013,,-122.3861645,47.67164251
ROBBERY,Thursday,1/31/2013,,-122.3349184,47.61163943
ROBBERY,Thursday,1/31/2013,,-122.3349184,47.61163943
ROBBERY,Thursday,1/31/2013,,-122.3349184,47.61163943
OTHER PROPERTY,Thursday,1/31/2013,,-122.3350179,47.61090901
SHOPLIFTING,Thursday,1/31/2013,,-122.3544737,47.5336832
WARRANT ARREST,Thursday,1/31/2013,,-122.3527079,47.6996421
STOLEN PROPERTY,Thursday,1/31/2013,,-122.3195344,47.66603568
VEHICLE THEFT,Thursday,1/31/2013,,-122.2618426,47.50251813
VEHICLE THEFT,Thursday,1/31/2013,,-122.2627531,47.50253073
WARRANT ARREST,Thursday,1/31/2013,,-122.3413225,47.61206556
BURGLARY,Thursday,1/31/2013,,-122.3783756,47.53621458
TRESPASS,Thursday,1/31/2013,,-122.3330404,47.60455383
OTHER PROPERTY,Thursday,1/31/2013,,-122.359148,47.52233506
FRAUD,Thursday,1/31/2013,,-122.2751714,47.51168472
ASSAULT,Thursday,1/31/2013,,-122.3845306,47.58118097
SHOPLIFTING,Thursday,1/31/2013,,-122.3768028,47.68966673
SHOPLIFTING,Thursday,1/31/2013,,-122.3768028,47.68966673
SHOPLIFTING,Thursday,1/31/2013,,-122.3768028,47.68966673
SHOPLIFTING,Thursday,1/31/2013,,-122.3768028,47.68966673
BURGLARY-SECURE PARKING-RES,Thursday,1/31/2013,,-122.357247,47.63130616
BURGLARY,Thursday,1/31/2013,,-122.2863338,47.68575967
BURGLARY,Thursday,1/31/2013,,-122.2863338,47.68575967
BURGLARY,Thursday,1/31/2013,,-122.2956257,47.59921099
WARRANT ARREST,Thursday,1/31/2013,,-122.3212653,47.53904233
ASSAULT,Thursday,1/31/2013,,-122.3445849,47.6157531
ASSAULT,Thursday,1/31/2013,,-122.3445849,47.6157531
FRAUD,Thursday,1/31/2013,,-122.3025474,47.61916983
ASSAULT,Thursday,1/31/2013,,-122.3458631,47.61299081
VEHICLE THEFT,Thursday,1/31/2013,,-122.3432259,47.6949023
SHOPLIFTING,Thursday,1/31/2013,,-122.3847426,47.66981864
OTHER PROPERTY,Thursday,1/31/2013,,-122.2842016,47.55945865
NARCOTICS,Thursday,1/31/2013,,-122.3394586,47.60905305
ROBBERY,Thursday,1/31/2013,,-122.3172261,47.59918764
LOST PROPERTY,Thursday,1/31/2013,,-122.3391205,47.61120104
WARRANT ARREST,Thursday,1/31/2013,,-122.3428796,47.60981273
SHOPLIFTING,Thursday,1/31/2013,,-122.3864836,47.54486286
OTHER PROPERTY,Thursday,1/31/2013,,-122.3167797,47.6098108
BURGLARY,Thursday,1/31/2013,,-122.3800178,47.68779109
PROPERTY DAMAGE,Thursday,1/31/2013,,-122.3904007,47.6524506
BURGLARY,Thursday,1/31/2013,,-122.3928113,47.51641399
BURGLARY,Thursday,1/31/2013,,-122.2820844,47.54528713
BURGLARY,Thursday,1/31/2013,,-122.3037465,47.71208452
OTHER PROPERTY,Thursday,1/31/2013,,-122.3445607,47.6938234
OTHER PROPERTY,Thursday,1/31/2013,,-122.3098951,47.55058374
PROPERTY DAMAGE,Thursday,1/31/2013,,-122.3800601,47.77488906
BURGLARY,Thursday,1/31/2013,,-122.3024099,47.71207182
OTHER PROPERTY,Thursday,1/31/2013,,-122.3299772,47.59919831
BURGLARY,Thursday,1/31/2013,,-122.3024099,47.71207182
BURGLARY,Thursday,1/31/2013,,-122.3024099,47.71207182
WARRANT ARREST,Thursday,1/31/2013,,-122.3286106,47.6296551
TRESPASS,Thursday,1/31/2013,,-122.3292517,47.62823879
FIREWORK,Thursday,1/31/2013,,-122.3124846,47.63324098
ASSAULT,Thursday,1/31/2013,,-122.3349976,47.60669382
BURGLARY,Thursday,1/31/2013,,-122.3043829,47.70958182
DISTURBANCE,Thursday,1/31/2013,,-122.3371492,47.60234531
SHOPLIFTING,Thursday,1/31/2013,,-122.3005106,47.59927753
PROPERTY DAMAGE,Thursday,1/31/2013,,-122.2959125,47.68395491
CAR PROWL,Thursday,1/31/2013,,-122.3486,47.69419747
OTHER PROPERTY,Thursday,1/31/2013,,-122.3458631,47.61299081
BURGLARY,Thursday,1/31/2013,,-122.3255255,47.53019127
BURGLARY,Thursday,1/31/2013,,-122.3528835,47.51826615
VEHICLE THEFT,Thursday,1/31/2013,,-122.3560086,47.54583618
VEHICLE THEFT,Thursday,1/31/2013,,-122.3560086,47.54583618
PROPERTY DAMAGE,Thursday,1/31/2013,,-122.3661953,47.66365064
OTHER PROPERTY,Thursday,1/31/2013,,-122.2681252,47.67461766
BURGLARY,Thursday,1/31/2013,,-122.2699807,47.53545841
VEHICLE THEFT,Thursday,1/31/2013,,-122.2780391,47.53705436
VEHICLE THEFT,Thursday,1/31/2013,,-122.3503251,47.72049608
VEHICLE THEFT,Thursday,1/31/2013,,-122.3503251,47.72049608
VEHICLE THEFT,Thursday,1/31/2013,,-122.3503251,47.72049608
DISTURBANCE,Thursday,1/31/2013,,-122.3322242,47.60088042
ASSAULT,Thursday,1/31/2013,,-122.3604846,47.52399519
TRESPASS,Thursday,1/31/2013,,-122.3303691,47.77240547
DISTURBANCE,Thursday,1/31/2013,,-122.275322,47.53338995
ASSAULT,Thursday,1/31/2013,,-122.3456858,47.63935423
NARCOTICS,Thursday,1/31/2013,,-122.3394586,47.60905306
VEHICLE THEFT,Thursday,1/31/2013,,-122.2972696,47.67034823
BURGLARY-SECURE PARKING-RES,Thursday,1/31/2013,,-122.3794437,47.67771309
BURGLARY,Thursday,1/31/2013,,-122.3511553,47.68329577
CAR PROWL,Thursday,1/31/2013,,-122.4018024,47.68924173
WARRANT ARREST,Friday,2/1/2013,,-122.3234046,47.61406725
PROPERTY DAMAGE,Friday,2/1/2013,,-122.3330207,47.73320761
PROSTITUTION,Friday,2/1/2013,,-122.3340104,47.61064592
DISTURBANCE,Friday,2/1/2013,,-122.3794655,47.66441114
VEHICLE THEFT,Friday,2/1/2013,,-122.253513,47.51232384
VEHICLE THEFT,Friday,2/1/2013,,-122.253513,47.51232384
PROPERTY DAMAGE,Friday,2/1/2013,,-122.3605009,47.52194473
PROSTITUTION,Friday,2/1/2013,,-122.3340104,47.61064592
ASSAULT,Friday,2/1/2013,,-122.3234439,47.60412808
VEHICLE THEFT,Friday,2/1/2013,,-122.3555091,47.71234414
VEHICLE THEFT,Friday,2/1/2013,,-122.3555091,47.71234414
WARRANT ARREST,Friday,2/1/2013,,-122.2753747,47.54246247
ASSAULT,Friday,2/1/2013,,-122.3314869,47.61376019
PROSTITUTION,Friday,2/1/2013,,-122.3340104,47.61064592
PROSTITUTION,Friday,2/1/2013,,-122.3340104,47.61064592
PROPERTY DAMAGE,Friday,2/1/2013,,-122.3157394,47.64260816
CAR PROWL,Friday,2/1/2013,,-122.3081632,47.69395029
CAR PROWL,Friday,2/1/2013,,-122.3408737,47.60640698
OTHER PROPERTY,Friday,2/1/2013,,-122.3434782,47.69327651
OTHER PROPERTY,Friday,2/1/2013,,-122.3434782,47.69327651
CAR PROWL,Friday,2/1/2013,,-122.3181689,47.6158384
OTHER PROPERTY,Friday,2/1/2013,,-122.3408978,47.61061931
CAR PROWL,Friday,2/1/2013,,-122.3324647,47.62748318
VEHICLE THEFT,Friday,2/1/2013,,-122.3407988,47.69706855
CAR PROWL,Friday,2/1/2013,,-122.3411243,47.61488028
VEHICLE THEFT,Friday,2/1/2013,,-122.3407988,47.69706855
ROBBERY,Friday,2/1/2013,,-122.3206681,47.5810377
ROBBERY,Friday,2/1/2013,,-122.3206681,47.5810377
ROBBERY,Friday,2/1/2013,,-122.3206681,47.5810377
THREATS,Friday,2/1/2013,,-122.2731797,47.66552334
PROPERTY DAMAGE,Friday,2/1/2013,,-122.2920824,47.5742372
PROSTITUTION,Friday,2/1/2013,,-122.3340104,47.61064592
THREATS,Friday,2/1/2013,,-122.2901538,47.55866698
CAR PROWL,Friday,2/1/2013,,-122.2643565,47.54336798
VEHICLE THEFT,Friday,2/1/2013,,-122.2909983,47.57158043
VEHICLE THEFT,Friday,2/1/2013,,-122.2909983,47.57158043
THREATS,Friday,2/1/2013,,-122.3249469,47.52562743
PROPERTY DAMAGE,Friday,2/1/2013,,-122.2983528,47.60800045
VIOLATION OF COURT ORDER,Friday,2/1/2013,,-122.3445607,47.6938234
PROSTITUTION,Friday,2/1/2013,,-122.3340104,47.61064592
BURGLARY,Friday,2/1/2013,,-122.2947965,47.68395262
CAR PROWL,Friday,2/1/2013,,-122.3475966,47.62149148
CAR PROWL,Friday,2/1/2013,,-122.3555197,47.71506588
ASSAULT,Friday,2/1/2013,,-122.2673659,47.51984662
BURGLARY-SECURE PARKING-RES,Friday,2/1/2013,,-122.326571,47.61941797
PROPERTY DAMAGE,Friday,2/1/2013,,-122.3112551,47.60392934
OTHER PROPERTY,Friday,2/1/2013,,-122.3304204,47.62024435
CAR PROWL,Friday,2/1/2013,,-122.3108237,47.69396918
CAR PROWL,Friday,2/1/2013,,-122.3396161,47.61515902
INJURY,Friday,2/1/2013,,-122.2789847,47.52326939
CAR PROWL,Friday,2/1/2013,,-122.3413728,47.61854408
CAR PROWL,Friday,2/1/2013,,-122.3408737,47.60640698
ROBBERY,Friday,2/1/2013,,-122.3285137,47.70227194
INJURY,Friday,2/1/2013,,-122.3055623,47.7002892
PROPERTY DAMAGE,Friday,2/1/2013,,-122.3459489,47.65719612
PROPERTY DAMAGE,Friday,2/1/2013,,-122.3301883,47.52655427
BURGLARY,Friday,2/1/2013,,-122.3718183,47.56923485
OTHER PROPERTY,Friday,2/1/2013,,-122.3088322,47.61805835
CAR PROWL,Friday,2/1/2013,,-122.346293,47.62131691
NARCOTICS,Friday,2/1/2013,,-122.3131157,47.66218058
CAR PROWL,Friday,2/1/2013,,-122.3394318,47.60483307
OTHER PROPERTY,Friday,2/1/2013,,-122.3288757,47.73136045
TRAFFIC,Friday,2/1/2013,,-122.3233675,47.64561996
STOLEN PROPERTY,Friday,2/1/2013,,-122.3564596,47.52194987
CAR PROWL,Friday,2/1/2013,,-122.3539597,47.69331364
PROPERTY DAMAGE,Friday,2/1/2013,,-122.3545544,47.52102899
VEHICLE THEFT,Friday,2/1/2013,,-122.2708344,47.53935538
CAR PROWL,Friday,2/1/2013,,-122.3409034,47.61416338
NARCOTICS,Friday,2/1/2013,,-122.3404677,47.6093176
NARCOTICS,Friday,2/1/2013,,-122.340022,47.61129654
CAR PROWL,Friday,2/1/2013,,-122.3475966,47.62149148
ASSAULT,Friday,2/1/2013,,-122.329058,47.57980847
BURGLARY,Friday,2/1/2013,,-122.3348659,47.6152845
BURGLARY,Friday,2/1/2013,,-122.3556616,47.57619113
OTHER PROPERTY,Friday,2/1/2013,,-122.3139102,47.61995898
THREATS,Friday,2/1/2013,,-122.3761541,47.63965592
PROPERTY DAMAGE,Friday,2/1/2013,,-122.3631225,47.56199048
CAR PROWL,Friday,2/1/2013,,-122.3475872,47.62265884
VEHICLE THEFT,Friday,2/1/2013,,-122.3404575,47.64775533
PROPERTY DAMAGE,Friday,2/1/2013,,-122.3852213,47.65477497
PROPERTY DAMAGE,Friday,2/1/2013,,-122.3555602,47.72919324
BURGLARY,Friday,2/1/2013,,-122.2937245,47.68395274
THREATS,Friday,2/1/2013,,-122.2800603,47.53705079
VEHICLE THEFT,Friday,2/1/2013,,-122.2739956,47.53890083
VEHICLE THEFT,Friday,2/1/2013,,-122.2739956,47.53890083
VEHICLE THEFT,Friday,2/1/2013,,-122.2739956,47.53890083
WARRANT ARREST,Friday,2/1/2013,,-122.3747779,47.69425078
PICKPOCKET,Friday,2/1/2013,,-122.3348178,47.61236845
DISTURBANCE,Friday,2/1/2013,,-122.3514769,47.62586677
DISTURBANCE,Friday,2/1/2013,,-122.3209152,47.6225585
STOLEN PROPERTY,Friday,2/1/2013,,-122.316845,47.61468385
WARRANT ARREST,Friday,2/1/2013,,-122.3318969,47.60749819
